video,score,zscore,offset,content
0,1,-1.6206865249744566,0,0
tennis_offset_1.5_cut_24,71,0.7764703929941928,1.5,tennis
cricket_cut_3_45,2,-1.586441426146333,0,cricket
tennis_offset_-0.6_cut_24,70,0.7422252941660693,-0.6,tennis
nfl_offset_1.5_cut_7_00,44,-0.14814727536514335,1.5,nfl
cricket_offset_0.2_cut_3_45,63,0.5025096023692044,0.2,cricket
soccer_offset_-0.8_cut_2_25,31,-0.5933335601307497,-0.8,soccer
tennis_offset_-1_cut_24,4,-1.517951228490086,-1,tennis
soccer_cut_2_25,2,-1.586441426146333,0,soccer
tennis_offset_1_cut_24,54,0.1943037129160923,1,tennis
cricket_offset_-1_cut_3_45,97,1.6668429625254055,-1,cricket
nfl_offset_0.8_cut_7_00,51,0.09156841643172162,0.8,nfl
cricket_offset_0.4_cut_3_45,80,1.084676282447305,0.4,cricket
nfl_offset_0.2_cut_7_00,47,-0.04541197888077265,0.2,nfl
cricket_offset_1_cut_3_45,99,1.7353331601816526,1,cricket
newsreader_offset_-0.1_cut_5,0,-1.6549316238025802,-0.1,newsreader
soccer_offset_-0.2_cut_2_25,20,-0.9700296472401089,-0.2,soccer
newsreader_offset_0.1_cut_5,13,-1.209745339036974,0.1,newsreader
nfl_offset_-1.5_cut_7_00,78,1.0161860847910578,-1.5,nfl
nfl_offset_-0.6_cut_7_00,73,0.84496059065044,-0.6,nfl
cricket_offset_0.8_cut_3_45,73,0.84496059065044,0.8,cricket
nfl_cut_7_00,4,-1.517951228490086,0,nfl
newsreader_cut_5,6,-1.4494610308338387,0,newsreader
tennis_offset_0.6_cut_24,27,-0.730313955443244,0.6,tennis
nfl_offset_0.6_cut_7_00,51,0.09156841643172162,0.6,nfl
tennis_cut_24,32,-0.5590884613026261,0,tennis
soccer_offset_-2.5_cut_2_25,66,0.6052448988535751,-2.5,soccer
newsreader_offset_-0.05_cut_5,22,-0.9015394495838618,-0.05,newsreader
newsreader_offset_0.2_cut_5,47,-0.04541197888077265,0.2,newsreader
cricket_offset_-0.4_cut_3_45,51,0.09156841643172162,-0.4,cricket
newsreader_offset_0.05_cut_5,54,0.1943037129160923,0.05,newsreader
tennis_offset_0.2_cut_24,15,-1.1412551413807268,0.2,tennis
tennis_offset_-0.2_cut_24,55,0.22854881174421587,-0.2,tennis
soccer_offset_0.4_cut_2_25,41,-0.250882571849514,0.4,soccer
tennis_offset_-1.5_cut_24,78,1.0161860847910578,-1.5,tennis
cricket_offset_-0.2_cut_3_45,66,0.6052448988535751,-0.2,cricket
soccer_offset_2.5_cut_2_25,91,1.4613723695566643,2.5,soccer
cricket_offset_-0.8_cut_3_45,85,1.2559017765879228,-0.8,cricket
soccer_offset_-0.4_cut_2_25,71,0.7764703929941928,-0.4,soccer
newsreader_offset_-0.2_cut_5,25,-0.798804153099491,-0.2,newsreader
soccer_offset_0.8_cut_2_25,50,0.057323317603598045,0.8,soccer
nfl_offset_-0.8_cut_7_00,70,0.7422252941660693,-0.8,nfl
newsreader_offset_0.4_cut_5,71,0.7764703929941928,0.4,newsreader
soccer_offset_0.2_cut_2_25,46,-0.07965707770889621,0.2,soccer
nfl_offset_-0.2_cut_7_00,29,-0.6618237577869968,-0.2,nfl
newsreader_offset_-0.4_cut_5,97,1.6668429625254055,-0.4,newsreader
