video,score,zscore,offset,content
0,1,-1.0589891042348243,0,0
nfl_offset_-0.8_cut_7_00,52,1.2869867584043617,-0.8,nfl
tennis_offset_-1_cut_24,9,-0.690992890487501,-1,tennis
soccer_offset_-2.5_cut_2_25,72,2.20697729277267,-2.5,soccer
tennis_offset_-0.2_cut_24,33,0.41299575075446887,-0.2,tennis
cricket_offset_0.4_cut_3_45,35,0.5049948041912997,0.4,cricket
nfl_offset_0.6_cut_7_00,20,-0.1849980965849315,0.6,nfl
cricket_offset_1_cut_3_45,60,1.6549829721516849,1,cricket
soccer_offset_0.8_cut_2_25,17,-0.32299667674017773,0.8,soccer
nfl_offset_0.8_cut_7_00,14,-0.460995256895424,0.8,nfl
newsreader_cut_5,9,-0.690992890487501,0,newsreader
soccer_offset_-0.2_cut_2_25,5,-0.8749909973611627,-0.2,soccer
nfl_offset_-1.5_cut_7_00,33,0.41299575075446887,-1.5,nfl
cricket_offset_-0.4_cut_3_45,12,-0.5529943103322548,-0.4,cricket
tennis_offset_0.6_cut_24,35,0.5049948041912997,0.6,tennis
cricket_offset_0.2_cut_3_45,3,-0.9669900507979935,0.2,cricket
tennis_offset_-1.5_cut_24,28,0.1829981171623918,-1.5,tennis
nfl_offset_-0.6_cut_7_00,28,0.1829981171623918,-0.6,nfl
soccer_cut_2_25,1,-1.0589891042348243,0,soccer
newsreader_offset_-0.1_cut_5,3,-0.9669900507979935,-0.1,newsreader
tennis_offset_-0.6_cut_24,17,-0.32299667674017773,-0.6,tennis
newsreader_offset_-0.05_cut_5,2,-1.0129895775164088,-0.05,newsreader
soccer_offset_0.4_cut_2_25,32,0.3669962240360534,0.4,soccer
cricket_offset_-1_cut_3_45,60,1.6549829721516849,-1,cricket
newsreader_offset_0.05_cut_5,3,-0.9669900507979935,0.05,newsreader
nfl_offset_0.2_cut_7_00,8,-0.7369924172059165,0.2,nfl
newsreader_offset_-0.2_cut_5,3,-0.9669900507979935,-0.2,newsreader
nfl_cut_7_00,7,-0.7829919439243318,0,nfl
newsreader_offset_0.4_cut_5,66,1.9309801324621774,0.4,newsreader
tennis_offset_0.2_cut_24,4,-0.920990524079578,0.2,tennis
cricket_offset_0.8_cut_3_45,42,0.8269914912202075,0.8,cricket
tennis_cut_24,6,-0.8289914706427473,0,tennis
cricket_offset_-0.8_cut_3_45,34,0.45899527747288427,-0.8,cricket
nfl_offset_-0.2_cut_7_00,9,-0.690992890487501,-0.2,nfl
soccer_offset_-0.4_cut_2_25,21,-0.13899856986651607,-0.4,soccer
newsreader_offset_0.1_cut_5,34,0.45899527747288427,0.1,newsreader
tennis_offset_1.5_cut_24,3,-0.9669900507979935,1.5,tennis
soccer_offset_2.5_cut_2_25,76,2.3909753996463317,2.5,soccer
nfl_offset_1.5_cut_7_00,56,1.4709848652780233,1.5,nfl
cricket_cut_3_45,3,-0.9669900507979935,0,cricket
newsreader_offset_-0.4_cut_5,5,-0.8749909973611627,-0.4,newsreader
tennis_offset_1_cut_24,45,0.9649900713754538,1,tennis
cricket_offset_-0.2_cut_3_45,6,-0.8289914706427473,-0.2,cricket
newsreader_offset_0.2_cut_5,43,0.872991017938623,0.2,newsreader
soccer_offset_-0.8_cut_2_25,44,0.9189905446570383,-0.8,soccer
soccer_offset_0.2_cut_2_25,6,-0.8289914706427473,0.2,soccer
