video,score,zscore,offset,content
soccer_cut_2_25,0,-0.701210858189468,0,soccer
cricket_offset_-0.2_cut_3_45,0,-0.701210858189468,-0.2,cricket
tennis_offset_-1.5_cut_24,19,-0.09018564377511605,-1.5,tennis
nfl_offset_1.5_cut_7_00,0,-0.701210858189468,1.5,nfl
newsreader_cut_5,0,-0.701210858189468,0,newsreader
soccer_offset_-0.4_cut_2_25,73,1.646412334034095,-0.4,soccer
nfl_offset_-0.8_cut_7_00,0,-0.701210858189468,-0.8,nfl
nfl_offset_0.6_cut_7_00,0,-0.701210858189468,0.6,nfl
cricket_offset_1_cut_3_45,74,1.6785715558453769,1,cricket
nfl_offset_-1.5_cut_7_00,49,0.8745910105633345,-1.5,nfl
newsreader_offset_0.2_cut_5,15,-0.2188225310202428,0.2,newsreader
cricket_offset_-0.4_cut_3_45,7,-0.47609630551049625,-0.4,cricket
newsreader_offset_0.05_cut_5,0,-0.701210858189468,0.05,newsreader
nfl_cut_7_00,16,-0.1866633092089611,0,nfl
cricket_offset_0.4_cut_3_45,49,0.8745910105633345,0.4,cricket
cricket_offset_-0.8_cut_3_45,48,0.8424317887520528,-0.8,cricket
tennis_offset_-0.6_cut_24,13,-0.2831409746428062,-0.6,tennis
cricket_cut_3_45,0,-0.701210858189468,0,cricket
newsreader_offset_-0.4_cut_5,8,-0.4439370836992146,-0.4,newsreader
nfl_offset_0.2_cut_7_00,10,-0.37961864007665125,0.2,nfl
tennis_offset_0.2_cut_24,0,-0.701210858189468,0.2,tennis
nfl_offset_0.8_cut_7_00,0,-0.701210858189468,0.8,nfl
tennis_offset_0.6_cut_24,19,-0.09018564377511605,0.6,tennis
nfl_offset_-0.2_cut_7_00,17,-0.15450408739767943,-0.2,nfl
tennis_offset_1_cut_24,0,-0.701210858189468,1,tennis
soccer_offset_0.8_cut_2_25,7,-0.47609630551049625,0.8,soccer
tennis_offset_-0.2_cut_24,0,-0.701210858189468,-0.2,tennis
cricket_offset_0.2_cut_3_45,3,-0.604733192755623,0.2,cricket
newsreader_offset_-0.2_cut_5,0,-0.701210858189468,-0.2,newsreader
soccer_offset_0.2_cut_2_25,0,-0.701210858189468,0.2,soccer
newsreader_offset_0.4_cut_5,18,-0.12234486558639773,0.4,newsreader
cricket_offset_0.8_cut_3_45,51,0.9389094541858979,0.8,cricket
newsreader_offset_-0.1_cut_5,0,-0.701210858189468,-0.1,newsreader
newsreader_offset_-0.05_cut_5,0,-0.701210858189468,-0.05,newsreader
soccer_offset_-2.5_cut_2_25,100,2.514711322938701,-2.5,soccer
newsreader_offset_0.1_cut_5,24,0.07061046528129239,0.1,newsreader
cricket_offset_-1_cut_3_45,100,2.514711322938701,-1,cricket
soccer_offset_-0.8_cut_2_25,100,2.514711322938701,-0.8,soccer
tennis_cut_24,0,-0.701210858189468,0,tennis
soccer_offset_-0.2_cut_2_25,35,0.4243619052053909,-0.2,soccer
tennis_offset_-1_cut_24,0,-0.701210858189468,-1,tennis
soccer_offset_0.4_cut_2_25,17,-0.15450408739767943,0.4,soccer
tennis_offset_1.5_cut_24,9,-0.4117778618879329,1.5,tennis
soccer_offset_2.5_cut_2_25,100,2.514711322938701,2.5,soccer
nfl_offset_-0.6_cut_7_00,21,-0.025867200152552675,-0.6,nfl
