video,score,zscore,offset,content
0,1,-0.9668694319535608,0,0
cricket_offset_-0.8_cut_3_45,70,0.9890538166255353,-0.8,cricket
tennis_offset_-0.2_cut_24,22,-0.371588443255575,-0.2,tennis
cricket_offset_1_cut_3_45,61,0.7339333928978271,1,cricket
nfl_offset_-1.5_cut_7_00,13,-0.6267088669832832,-1.5,nfl
tennis_offset_-0.6_cut_24,2,-0.9385227182060376,-0.6,tennis
cricket_offset_0.8_cut_3_45,74,1.1024406716156279,0.8,cricket
newsreader_offset_-0.05_cut_5,0,-0.9952161457010839,-0.05,newsreader
tennis_offset_0.2_cut_24,0,-0.9952161457010839,0.2,tennis
nfl_offset_-0.6_cut_7_00,0,-0.9952161457010839,-0.6,nfl
soccer_offset_2.5_cut_2_25,100,1.8394552290512294,2.5,soccer
tennis_cut_24,0,-0.9952161457010839,0,tennis
nfl_cut_7_00,0,-0.9952161457010839,0,nfl
tennis_offset_-1_cut_24,0,-0.9952161457010839,-1,tennis
newsreader_cut_5,0,-0.9952161457010839,0,newsreader
nfl_offset_1.5_cut_7_00,76,1.159134099110674,1.5,nfl
cricket_offset_0.4_cut_3_45,70,0.9890538166255353,0.4,cricket
nfl_offset_-0.2_cut_7_00,1,-0.9668694319535608,-0.2,nfl
newsreader_offset_0.05_cut_5,7,-0.7967891494684219,0.05,newsreader
nfl_offset_0.8_cut_7_00,14,-0.59836215323576,0.8,nfl
newsreader_offset_0.1_cut_5,31,-0.1164680195278668,0.1,newsreader
nfl_offset_-0.8_cut_7_00,57,0.6205465379077346,-0.8,nfl
cricket_cut_3_45,59,0.6772399654027809,0,cricket
soccer_cut_2_25,0,-0.9952161457010839,0,soccer
newsreader_offset_0.2_cut_5,72,1.0457472441205815,0.2,newsreader
soccer_offset_-0.4_cut_2_25,0,-0.9952161457010839,-0.4,soccer
cricket_offset_-0.2_cut_3_45,0,-0.9952161457010839,-0.2,cricket
nfl_offset_0.6_cut_7_00,49,0.3937728279275496,0.6,nfl
tennis_offset_1_cut_24,90,1.555988091575998,1,tennis
newsreader_offset_0.4_cut_5,92,1.6126815190710442,0.4,newsreader
soccer_offset_-2.5_cut_2_25,100,1.8394552290512294,-2.5,soccer
tennis_offset_-1.5_cut_24,88,1.4992946640809517,-1.5,tennis
soccer_offset_-0.2_cut_2_25,0,-0.9952161457010839,-0.2,soccer
cricket_offset_-0.4_cut_3_45,6,-0.8251358632159451,-0.4,cricket
cricket_offset_-1_cut_3_45,56,0.5921998241602114,-1,cricket
newsreader_offset_-0.2_cut_5,3,-0.9101760044585144,-0.2,newsreader
cricket_offset_0.2_cut_3_45,35,-0.0030811645377742795,0.2,cricket
soccer_offset_-0.8_cut_2_25,57,0.6205465379077346,-0.8,soccer
tennis_offset_0.6_cut_24,35,-0.0030811645377742795,0.6,tennis
soccer_offset_0.2_cut_2_25,36,0.025265549209748852,0.2,soccer
newsreader_offset_-0.4_cut_5,11,-0.6834022944783295,-0.4,newsreader
soccer_offset_0.4_cut_2_25,60,0.705586679150304,0.4,soccer
tennis_offset_1.5_cut_24,59,0.6772399654027809,1.5,tennis
soccer_offset_0.8_cut_2_25,100,1.8394552290512294,0.8,soccer
newsreader_offset_-0.1_cut_5,0,-0.9952161457010839,-0.1,newsreader
nfl_offset_0.2_cut_7_00,8,-0.7684424357208989,0.2,nfl
